nRegisto,dci,nome_medicamento,forma_farmaceutica,dosagem,tamanho_embalagem,cnpem,pricePVP,pricePVPnotified,priceUtente,pricePensionist,commercialized,isGeneric,infoUrl
5716865,Losartan + Amlodipina,Blocan,Comprimido revestido por película,100 mg + 10 mg,60 unidade(s),50167359,"€ 32,13",,"€ 9,96","€ 5,14",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f598bfb0fbe111e58307f926ba04cbcf
5080536,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Ciclum,Comprimido revestido por película,50 mg + 12.5 mg,56 unidade(s),50011995,"€ 4,21",,"€ 0,84","€ 0,00",Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=bf81d7306d8d11e2a653c1977e09cddb
5100946,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Teva,Comprimido revestido por película,50 mg + 12.5 mg,60 unidade(s),50011995,"€ 4,94",,"€ 1,33","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a23750106d8811e2bdf58385c084f0df
5649660,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Aurovitas,Comprimido revestido por película,100 mg + 12.5 mg,28 unidade(s),50043170,"€ 6,68",,"€ 1,36","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=28e4bb806e6411e2b883c38bcc96faa9
5436639,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Teva,Comprimido revestido por película,100 mg + 12.5 mg,28 unidade(s),50043170,"€ 6,68",,"€ 1,36","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=73413c306da611e2b3fefb24a3b78ac0
5649678,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Aurovitas,Comprimido revestido por película,100 mg + 25 mg,28 unidade(s),50025600,"€ 5,04",,"€ 1,41","€ 0,04",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=390945306e6411e2b98dfa6d351cd984
5163779,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Teva,Comprimido revestido por película,100 mg + 25 mg,30 unidade(s),50025600,"€ 5,34",,"€ 1,45","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a5cb25306d8811e29bc9e96fe8f424a6
5511480,Losartan + Hidroclorotiazida,"Losartan + Hidroclorotiazida Alter 50 mg + 12,5 mg Comprimidos",Comprimido revestido por película,50 mg + 12.5 mg,56 unidade(s),50011995,"€ 4,90",,"€ 1,53","€ 0,26",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f828f1f06db411e287dd8c3f5a17fa01
5131958,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Tecnigen,Comprimido revestido por película,100 mg + 25 mg,28 unidade(s),50025600,"€ 5,17",,"€ 1,54","€ 0,17",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=71d9e2d06d8c11e2b347de860226a40e
5726989,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Tecnigen,Comprimido revestido por película,50 mg + 12.5 mg,60 unidade(s),50011995,"€ 5,30",,"€ 1,69","€ 0,33",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1632eac06db511e28fa6f3294c58668f
5148408,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Krka,Comprimido revestido por película,100 mg + 25 mg,28 unidade(s),50025600,"€ 5,36",,"€ 1,73","€ 0,36",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a70f27d06d9111e296d0ecba4293ce50
5109145,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Alter,Comprimido revestido por película,100 mg + 25 mg,28 unidade(s),50025600,"€ 5,76",,"€ 2,13","€ 0,76",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6f441cc06d8c11e28705dc7052e8a2f0
5109350,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Jaba,Comprimido revestido por película,100 mg + 25 mg,28 unidade(s),50025600,"€ 5,76",,"€ 2,13","€ 0,76",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7829f1c06d8c11e2a53ea570bc0da6ba
5080551,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Ciclum,Comprimido revestido por película,100 mg + 25 mg,28 unidade(s),50025600,"€ 5,80",,"€ 2,17","€ 1,38",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c1c908106d8d11e2908dd4ca1e02c167
5159736,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Tecnigen,Comprimido revestido por película,100 mg + 12.5 mg,28 unidade(s),50043170,"€ 7,70",,"€ 2,38","€ 0,38",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4e49a4a06d9511e28649b7e068269eeb
5532395,Losartan + Hidroclorotiazida,"Losartan + Hidroclorotiazida Jaba 50 mg + 12,5 mg Comprimidos revestidos",Comprimido revestido,50 mg + 12.5 mg,56 unidade(s),50011995,"€ 5,77",,"€ 2,40","€ 1,13",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b4df73606db411e2bf07919009623fc9
5109269,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Farmoz,Comprimido revestido por película,100 mg + 25 mg,28 unidade(s),50025600,"€ 6,11",,"€ 2,48","€ 1,69",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=79c811606d8c11e2b09f9e6eceeb7c43
5295738,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Krka,Comprimido revestido por película,100 mg + 12.5 mg,28 unidade(s),50043170,"€ 7,87",,"€ 2,55","€ 0,55",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1ca183606da311e2943181978d39b978
5159538,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Alter,Comprimido revestido por película,100 mg + 12.5 mg,28 unidade(s),50043170,"€ 8,05",,"€ 2,73","€ 0,73",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3d9d9b706d9511e28802be0ec7082a6d
5410071,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Ratiopharm,Comprimido revestido por película,100 mg + 25 mg,30 unidade(s),50025600,"€ 6,68",,"€ 2,79","€ 1,94",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=311d51e06da611e2806cdb34e2630ef7
5109160,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Tetrafarma,Comprimido revestido por película,100 mg + 25 mg,28 unidade(s),50025600,"€ 6,54",,"€ 2,91","€ 2,12",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=82c391406d8c11e298a5cf849561fe5e
5159678,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Farmoz,Comprimido revestido por película,100 mg + 12.5 mg,28 unidade(s),50043170,"€ 8,25",,"€ 2,93","€ 0,93",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3d202e106d9511e2badca91bedca6849
5159579,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Jaba,Comprimido revestido por película,100 mg + 12.5 mg,28 unidade(s),50043170,"€ 8,25",,"€ 2,93","€ 0,93",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4da91ee06d9511e2859cebcd73194019
5581756,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida ratiopharm,Comprimido revestido por película,100 mg + 12.5 mg,28 unidade(s),50043170,"€ 8,25",,"€ 2,93","€ 0,93",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ab7543306e6411e2bdeb99c2721c8e40
5109244,Losartan + Hidroclorotiazida,Losartan + Hidroclorotiazida Cotiasar,Comprimido revestido por película,100 mg + 25 mg,28 unidade(s),50025600,"€ 6,68",,"€ 3,05","€ 2,26",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=dbd6a9206d9111e29e64f035bfb222aa
5918651,Loteprednol,Xafex,"Colírio, suspensão",5 mg/ml,1 unidade(s) - 5 ml,50218190,"€ 14,10",,"€ 14,10","€ 14,10",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=27f64f0d73decb33e060a8c0342941b4
5570841,Lovastatina,Lovastatina Azevedos,Comprimido,20 mg,60 unidade(s),50011715,"€ 5,03",,"€ 3,24","€ 0,42",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=057c5c306e6311e2a8d5d7683531a649
5351937,Arteméter + Lumefantrina,Airalam,Comprimido,20 mg + 120 mg,24 unidade(s),50028278,"€ 17,33",,"€ 17,33","€ 17,33",Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=eee455c06da111e28c81ba7276fd0e40
5649058,Arteméter + Lumefantrina,Fluminoc,Comprimido,20 mg + 120 mg,24 unidade(s),50028278,"€ 17,40",,"€ 17,40","€ 17,40",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=33651f00fe0a11e393e6f0a81374f8d2
5718325,Folitropina alfa + Lutropina alfa,Pergoveris,Solução injetável em caneta pré-cheia,300 UI/0.48ml + 150 UI/0.48ml,1 unidade(s) - .48 ml,50168150,"€ 151,80",,"€ 95,63","€ 72,86",Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5f1debd049ee11e7885e9e068dfb33d0
5718341,Folitropina alfa + Lutropina alfa,Pergoveris,Solução injetável em caneta pré-cheia,450 UI/0.72ml + 225 UI/0.72ml,1 unidade(s) - .72 ml,50168169,"€ 221,32",,"€ 139,43","€ 106,23",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ea5754a049f011e7ae5abdaf3f0771c3
5718333,Folitropina alfa + Lutropina alfa,Pergoveris,Solução injetável em caneta pré-cheia,900 UI/1.44ml + 450 UI/1.44ml,1 unidade(s) - 1.44 ml,50168177,"€ 429,93",,"€ 270,86","€ 206,37",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7087e67049f111e799f9fecc3f9c316e
5639943,Lauromacrogol 400,Etoxisclerol,Solução injetável,10 mg/ml,5 unidade(s) - 2 ml,50149687,,"€ 28,44","€ 28,44","€ 28,44",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=14d699001bbb11e4ab94a96f5e9bc3a5
5639950,Lauromacrogol 400,Etoxisclerol,Solução injetável,20 mg/ml,5 unidade(s) - 2 ml,50149660,,"€ 29,90","€ 29,90","€ 29,90",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b38660801bbb11e48169a179e91ad7ce
5639968,Lauromacrogol 400,Etoxisclerol,Solução injetável,30 mg/ml,5 unidade(s) - 2 ml,50149695,,"€ 32,16","€ 32,16","€ 32,16",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c7a6f7001bbb11e4b9d7f581c435f1e4
5639935,Lauromacrogol 400,Etoxisclerol,Solução injetável,5 mg/ml,5 unidade(s) - 2 ml,50149679,,"€ 23,10","€ 23,10","€ 23,10",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8e3507d01bb811e494d58abb63d4e35e
5831730,Macrogol + Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio,Movicol pediátrico sabor neutro,Pó para solução oral,Associação,30 unidade(s),50062328,"€ 11,62",,"€ 11,62","€ 11,62",Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f362c39e837e4f9fb257662030a56d39
5554019,Macrogol + Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio,Laxido Laranja,Pó para solução oral,Associação,30 unidade(s),50059742,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ae380a806e5511e2bbcee5f72f3d14e0
2670685,Macrogol + Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio,Movicol,Pó para solução oral,Associação,20 unidade(s),50062344,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d052de206c8811e2a8a4c226a7a711c0
2670784,Macrogol + Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio,Movicol,Pó para solução oral,Associação,30 unidade(s),50059742,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d052de206c8811e2a8a4c226a7a711c0
5683040,Macrogol + Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio,Movicol,Solução oral em saqueta,Associação,30 unidade(s) - 25 ml,50160435,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=39b1cf70271c11e5a479ba8c9be02577
5683024,Macrogol + Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio,Movicol,Solução oral em saqueta,Associação,10 unidade(s) - 25 ml,50160427,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=39b1cf70271c11e5a479ba8c9be02577
5388244,Macrogol + Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio,Movicol Laranja,Concentrado para solução oral,Associação,1 unidade(s) - 500 ml,50055755,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=0e1aab806da011e283f7a064a3f6997a
5159116,Macrogol + Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio,Movicol pediátrico Chocolate,Pó para solução oral,Associação,30 unidade(s),50062328,,"€ 11,88","€ 11,88","€ 11,88",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3d8dcbe06db411e28b7df8a18a2a7c7b
5695259,Macrogol e outras associações,Clensia,Pó para solução oral em saqueta,Associação,8 unidade(s),50168231,,"€ 16,94","€ 16,94","€ 16,94",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7e72f8f04d7311e58864cad683697a6b
5341540,Macrogol e outras associações,Moviprep,Pó para solução oral,Associação,4 unidade(s),50130811,,"€ 27,21","€ 27,21","€ 27,21",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e9e2eca06dfe11e293e3dbf5134d892c
5734744,Macrogol e outras associações,Plenvu,Pó para solução oral,Associação,3 unidade(s),50170414,,"€ 24,60","€ 24,60","€ 24,60",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=385da140c2dd11e681a08673b202409b
8354845,Mebeverina,Duspatal Retard,Cápsula de libertação prolongada,200 mg,30 unidade(s),50071203,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c6c44b506d5f11e2988ce6807c91e066
0,,,,,,0,,,,,,False,
5410576,Estradiol + Nomegestrol,Zoely,Comprimido revestido por película,1.5 mg + 2.5 mg,28 unidade(s),50120921,,"€ 14,95","€ 14,95","€ 14,95",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=74f8c9806da111e2a3fda0c1493235a2
5410600,Estradiol + Nomegestrol,Zoely,Comprimido revestido por película,1.5 mg + 2.5 mg,84 unidade(s),50120930,,"€ 39,95","€ 39,95","€ 39,95",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=74f8c9806da111e2a3fda0c1493235a2
5818950,Melatonina,Melatonina Generis,Comprimido de libertação prolongada,2 mg,21 unidade(s) - 2 mg,50110667,"€ 9,97",,"€ 9,97","€ 9,97",Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6c1051db36c943769435d43b26e4918b
5898036,Melatonina,Melatonina Alter,Comprimido de libertação prolongada,2 mg,30 unidade(s),50110667,"€ 12,87",,"€ 12,87","€ 12,87",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=20c17b06d6207712e060a8c03429168f
5909569,Melatonina,Melatonina Generis,Comprimido de libertação prolongada,2 mg,30 unidade(s) - 2 mg,50110667,"€ 12,87",,"€ 12,87","€ 12,87",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6c1051db36c943769435d43b26e4918b
5887211,Melatonina,Melatonina Mylan,Comprimido de libertação prolongada revestido por película,2 mg,30 unidade(s),50110667,"€ 13,20",,"€ 13,20","€ 13,20",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e05fb81ea9e5175be050a8c0342907b2
5758156,Melatonina,Melatonina Teva,Comprimido de libertação prolongada,2 mg,30 unidade(s),50110667,"€ 13,20",,"€ 13,20","€ 13,20",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=20ce09d09c7511e783a4c7db1ea82909
5468319,Melatonina,Circadin,Comprimido de libertação prolongada,2 mg,30 unidade(s),50110667,"€ 19,80",,"€ 19,80","€ 19,80",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=15ab45006d8511e28884a7b83f5aba6a
5785555,Melatonina,Melatonina Pharma Nord,Comprimido revestido por película,3 mg,30 unidade(s),50181394,"€ 19,95",,"€ 19,95","€ 19,95",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5617c70086cc11e9b987e76eef04a530
5797279,Melatonina,Slenyto,Comprimido de libertação prolongada,1 mg,30 unidade(s),50184024,"€ 26,96",,"€ 26,96","€ 26,96",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=94009020e36f11e88613ba558e3a4164
5797303,Melatonina,Slenyto,Comprimido de libertação prolongada,5 mg,30 unidade(s),50184032,"€ 108,71",,"€ 108,71","€ 108,71",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4448d000f18f11e88aeab2d419f43b94
5816707,Melatonina,Melatonina Noxarem,Comprimido,3 mg,10 unidade(s),50191560,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b47c1c60df6e11e982abe2b5cb576020
5816749,Melatonina,Melatonina Noxarem,Comprimido,5 mg,10 unidade(s),50191586,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=348b9e80df6f11e9aed7b045a10b6c72
8501916,Melperona,Bunil,Comprimido revestido por película,25 mg,20 unidade(s),50066919,"€ 3,62",,"€ 0,36","€ 0,18",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=84f1a0306d5d11e2aa39eb6e041812ba
4509386,Melperona,Bunil,Comprimido revestido por película,25 mg,60 unidade(s),50066900,"€ 5,92",,"€ 0,59","€ 0,30",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=84f1a0306d5d11e2aa39eb6e041812ba
4509485,Melperona,Bunil,Comprimido revestido por película,50 mg,60 unidade(s),50066927,"€ 9,23",,"€ 0,92","€ 0,46",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=88547a406d5d11e2aeddcda099db1194
5264544,Menotropina,Menopur,Pó e solvente para solução injetável,600 U.I.,1 unidade(s) - 1.1 ml,50178717,"€ 154,82",,"€ 97,54","€ 74,31",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a468bb806e3711e2942aef4bbf9221ef
5264551,Menotropina,Menopur,Pó e solvente para solução injetável,1200 U.I.,1 unidade(s) - 2.2 ml,50178709,"€ 304,04",,"€ 191,55","€ 145,94",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a4047b706e3711e28d3abbd4de280c01
8750810,Mepivacaína,Scandinibsa 3%,Solução injetável,30 mg/ml,100 unidade(s) - 1.8 ml,50179543,,"€ 66,17","€ 66,17","€ 66,17",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b62e36f06d6611e2b941fe10ecf98926
5053608,Mepivacaína,Scandonest,Solução injetável,30 mg/ml,50 unidade(s) - 1.7 ml,50179519,,"€ 32,02","€ 32,02","€ 32,02",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d32ad1a06e1a11e2b9cffbe33fec42b8
8750802,Mepivacaína + Adrenalina,Scandinibsa 2% Epinefrina,Solução injetável,36 mg/1.8 ml + 0.018 mg/1.8 ml,100 unidade(s) - 1.8 ml,50084828,,"€ 58,50","€ 58,50","€ 58,50",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b91fffb06d6611e2b435a5abb2b22274
0,,,,,,0,,,,,,False,
5906870,Mesoglicano sódico,Prisma IP,Cápsula,24 mg,60 unidade(s),50082817,"€ 47,69",,"€ 47,69","€ 47,69",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=59d6e4d33ee44d9c9c837b7e51f9fa1e
8242404,Mesterolona,Proviron,Comprimido,25 mg,20 unidade(s),50083520,"€ 4,95",,"€ 3,12","€ 2,38",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=0bd646206d6611e2b9de82498845ef96
5863824,Metamizol magnésico,Metamizol Chalim,Cápsula,575 mg,20 unidade(s),50007238,"€ 2,48",,"€ 1,46","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f933c4ddfc49ed7ee050a8c0342962be
5859954,Metamizol magnésico,Metamizol Magnésico Tolife,Cápsula,575 mg,20 unidade(s),50007238,"€ 2,61",,"€ 1,59","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5177875dcd9e4031ac3f7d5b83f7db78
5516984,Metamizol magnésico,Metamizol Vitória,Cápsula,575 mg,20 unidade(s),50007238,"€ 2,77",,"€ 1,75","€ 0,14",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=32c525c06db711e296a485ab8cc62c56
8512202,Metamizol magnésico,Nolotil,Solução injetável,2000 mg/5 ml,5 unidade(s) - 5 ml,50013203,"€ 2,87",,"€ 1,81","€ 1,38",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=980d93c06d6411e2b69ead1439a63bd3
2377299,Metamizol magnésico,Dolocalma,Cápsula,575 mg,20 unidade(s),50007238,"€ 4,02",,"€ 3,00","€ 1,39",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9eb85f206d5f11e29f43c68d4de10c9e
9512434,Metamizol magnésico,Nolotil,Cápsula,575 mg,20 unidade(s),50007238,"€ 4,02",,"€ 3,00","€ 1,39",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=10a5b1f06c8911e285dabb0ad8d9ebeb
5863832,Metamizol magnésico,Metamizol Chalim,Cápsula,575 mg,60 unidade(s),50007246,"€ 5,47",,"€ 3,34","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f933c4ddfc49ed7ee050a8c0342962be
5859970,Metamizol magnésico,Metamizol Magnésico Tolife,Cápsula,575 mg,60 unidade(s),50007246,"€ 5,77",,"€ 3,64","€ 0,29",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5177875dcd9e4031ac3f7d5b83f7db78
5454897,Metamizol magnésico,Dolocalma,Cápsula,575 mg,60 unidade(s),50007246,"€ 6,42",,"€ 4,29","€ 0,94",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9eb85f206d5f11e29f43c68d4de10c9e
5870274,Metamizol sódico,Turbet,Comprimido revestido por película,1000 mg,20 unidade(s),50202960,"€ 3,83",,"€ 2,41","€ 1,84",Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e05fb81ea9cd175be050a8c0342907b2
5870308,Metamizol sódico,Turbet,Comprimido revestido por película,1000 mg,60 unidade(s),50202952,"€ 9,62",,"€ 6,06","€ 4,62",Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e05fb81ea9cd175be050a8c0342907b2
5860671,Metamizol sódico,Metamizol Basi,Solução injetável,500 mg/ml,5 unidade(s) - 2 ml,50200917,"€ 6,68",,"€ 6,68","€ 6,68",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4bad4656e7ac499fbe85b36685770dc7
5908546,Metamizol sódico,Dolocalma,"Gotas orais, solução",500 mg/ml,1 unidade(s) - 20 ml,50214462,,"€ 5,34","€ 5,34","€ 5,34",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1de68c80754087a6e060a8c034292e3e
5764352,Dapagliflozina + Metformina,Ebymect,Comprimido revestido por película,5 mg + 1000 mg,56 unidade(s),50207253,"€ 44,17",,"€ 4,42","€ 2,21",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=051c341078e011e58d3bf3b8e82ba624
