nRegisto,dci,nome_medicamento,forma_farmaceutica,dosagem,tamanho_embalagem,cnpem,pricePVP,pricePVPnotified,priceUtente,pricePensionist,commercialized,isGeneric,infoUrl
5875653,Abaloparatida,Eladynos,Solução injetável em caneta pré-cheia,80 mcg/dose,1 unidade(s) - 1.5 ml,50202820,"€ 258,22",,"€ 80,05","€ 41,32",Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6e54c895723d44008796cef403392c0a
2409985,Acamprosato,Campral,Comprimido gastrorresistente,333 mg,60 unidade(s),50067184,"€ 16,00",,"€ 10,08","€ 7,68",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9af7bf906d5d11e2856adfdffe9a5fde
5863972,Acarbose,Acarbose Berar,Comprimido,100 mg,60 unidade(s),50009001,"€ 6,13",,"€ 0,00","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f881cea77585faabe050a8c034291379
5863949,Acarbose,Acarbose Berar,Comprimido,50 mg,60 unidade(s),50008986,"€ 5,02",,"€ 0,00","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f881cea77584faabe050a8c034291379
5168067,Acarbose,Acarbose Mylan,Comprimido,50 mg,20 unidade(s),50008994,"€ 3,56",,"€ 0,62","€ 0,45",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=86e367d06d8e11e2a3bcf1b81b118246
5110119,Acarbose,Acarbose Farmoz,Comprimido,50 mg,60 unidade(s),50008986,"€ 6,28",,"€ 1,01","€ 0,71",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4a13a3706d9211e2aceaf9317fbf33e6
5107214,Acarbose,Acarbose Bluepharma,Comprimido,100 mg,50 unidade(s),50009001,"€ 6,68",,"€ 1,25","€ 0,95",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=0bb7a8806d9011e2b09adb92145f197e
5111513,Acarbose,Acarbose Generis,Comprimido,100 mg,50 unidade(s),50009001,"€ 6,68",,"€ 1,25","€ 0,95",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=567711006d9311e28128a38d3fd9f310
5168117,Acarbose,Acarbose Mylan,Comprimido,100 mg,50 unidade(s),50009001,"€ 6,68",,"€ 1,25","€ 0,95",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=859a1ef06d8e11e2bb50ed8d72356882
5107206,Acarbose,Acarbose Bluepharma,Comprimido,50 mg,50 unidade(s),50008986,"€ 5,83",,"€ 1,43","€ 1,18",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ffd2c4506d8f11e294afab1cb085797b
5111505,Acarbose,Acarbose Generis,Comprimido,50 mg,50 unidade(s),50008986,"€ 5,83",,"€ 1,43","€ 1,18",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=55b9b4706d9311e2b99e8d93bbd1a8a7
5168075,Acarbose,Acarbose Mylan,Comprimido,50 mg,50 unidade(s),50008986,"€ 5,83",,"€ 1,43","€ 1,18",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=86e367d06d8e11e2a3bcf1b81b118246
5110150,Acarbose,Acarbose Farmoz,Comprimido,100 mg,60 unidade(s),50009001,"€ 8,52",,"€ 2,00","€ 1,64",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4a7412f06d9211e2835efcdbd82c12c5
5671789,Aceclofenac,Aceclofenac Mylan,Comprimido revestido por película,100 mg,20 unidade(s),50043242,"€ 3,95",,"€ 2,45","€ 0,09",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8e0f70506db911e2a23de7998463115f
5805288,Aceclofenac,Aceclofenac Alter 100 mg Comprimidos,Comprimido revestido por película,100 mg,20 unidade(s),50043242,"€ 4,04",,"€ 2,54","€ 0,18",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=81f572606db911e2bbe3e12d14db4e29
5804489,Aceclofenac,Aceclofenac Generis,Comprimido revestido por película,100 mg,20 unidade(s),50043242,"€ 4,06",,"€ 2,56","€ 0,20",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b89cfe506db911e2880ba2f400b21c3e
5267471,Aceclofenac,Airtal,Pó para suspensão oral,100 mg,20 unidade(s),50056042,"€ 4,77",,"€ 3,01","€ 2,29",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=743dd3606da011e2ac969eec13a19acc
5267455,Aceclofenac,Airtal,Comprimido revestido por película,100 mg,20 unidade(s),50043242,"€ 4,82",,"€ 3,32","€ 0,96",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=adf628d06c8f11e2acbdd232cee766db
5804687,Aceclofenac,Aceclofenac Generis,Comprimido revestido por película,100 mg,60 unidade(s),50043269,"€ 6,68",,"€ 3,97","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b89cfe506db911e2880ba2f400b21c3e
5671987,Aceclofenac,Aceclofenac Mylan,Comprimido revestido por película,100 mg,60 unidade(s),50043269,"€ 6,68",,"€ 3,97","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8e0f70506db911e2a23de7998463115f
5805486,Aceclofenac,Aceclofenac Alter 100 mg Comprimidos,Comprimido revestido por película,100 mg,60 unidade(s),50043269,"€ 7,33",,"€ 4,62","€ 0,37",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=81f572606db911e2bbe3e12d14db4e29
5267463,Aceclofenac,Airtal,Comprimido revestido por película,100 mg,60 unidade(s),50043269,"€ 9,97",,"€ 7,26","€ 3,01",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=adf628d06c8f11e2acbdd232cee766db
5267505,Aceclofenac,Airtal Difucreme,Creme,15 mg/g,1 unidade(s) - 100 g,50056034,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=744d8ad06da011e2b895861d6421b514
4560793,Acemetacina,Rantudil,Cápsula,60 mg,10 unidade(s),50083970,"€ 5,36",,"€ 3,38","€ 2,57",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=69c3af206d6611e2b6c1c5e851c9b9f3
9510735,Acemetacina,Rantudil,Cápsula,60 mg,60 unidade(s),50083988,"€ 16,84",,"€ 10,61","€ 8,08",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=69c3af206d6611e2b6c1c5e851c9b9f3
9661637,Acemetacina,Rantudil 90 Retard,Cápsula de libertação prolongada,90 mg,60 unidade(s),50084003,"€ 23,07",,"€ 14,53","€ 11,07",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=78eb14206d6611e286dcb0ed135256f9
5847678,Acenocumarol,Acenocumarol Generis,Comprimido,4 mg,20 unidade(s),50085360,"€ 3,77",,"€ 1,17","€ 0,19",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7e6ffca26d3245f2ac6ec120751392a3
9893503,Acenocumarol,Sintrom,Comprimido,4 mg,20 unidade(s),50085360,"€ 5,03",,"€ 2,43","€ 1,45",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ea2262b06d6611e296b19a77bb2b4ceb
5847702,Acenocumarol,Acenocumarol Generis,Comprimido,4 mg,60 unidade(s),50197355,"€ 9,97",,"€ 3,09","€ 1,60",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7e6ffca26d3245f2ac6ec120751392a3
2150886,Aceponato de metilprednisolona,Advantan,Creme,1 mg/g,1 unidade(s) - 30 g,50064533,"€ 5,73",,"€ 3,61","€ 2,75",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c21d2e406d5b11e2a40e8b3223c08c5e
2151082,Aceponato de metilprednisolona,Advantan,Pomada,1 mg/g,1 unidade(s) - 30 g,50064533,"€ 5,84",,"€ 3,68","€ 2,80",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c4126e906d5b11e2b1e3f6a611091bf8
2710283,Aceponato de metilprednisolona,Advantan,Emulsão cutânea,1 mg/g,1 unidade(s) - 50 g,50064568,"€ 9,97",,"€ 6,28","€ 4,79",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c4179eb06d5b11e2b37d9308f9212eb2
5851746,Acetato de eslicarbazepina,Escarpilo,Comprimido,800 mg,20 unidade(s),50117254,"€ 30,51",,"€ 0,00","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d7dc5850be9411e98a85ff550b4542fe
5838156,Acetato de eslicarbazepina,Escarpilo,Comprimido,800 mg,60 unidade(s),50182870,"€ 82,84",,"€ 2,66","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d7dc5850be9411e98a85ff550b4542fe
5853924,Acetato de eslicarbazepina,Escarpilo,Comprimido,400 mg,60 unidade(s),50199102,"€ 47,69",,"€ 4,77","€ 2,38",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=228802363bdb4e6bb1bbf33c7a66c9ec
5801105,Acetato de eslicarbazepina,Acetato de Eslicarbazepina Alter,Comprimido,800 mg,60 unidade(s),50182870,"€ 86,99",,"€ 6,81","€ 2,35",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=353338a0d63911e9a8c5bd036bf544a6
5826417,Acetato de eslicarbazepina,Acetato de eslicarbazepina Pharmakern,Comprimido,800 mg,60 unidade(s),50182870,"€ 86,99",,"€ 6,81","€ 2,35",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4c6825109f0411e9940bea1b5581e7aa
5846274,Acetato de eslicarbazepina,Acetato de Eslicarbazepina Mylan Pharma,Comprimido,800 mg,20 unidade(s),50117254,"€ 41,82",,"€ 9,55","€ 7,75",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2e4500b00aa011e9862d897f96718eeb
5853858,Acetato de eslicarbazepina,Escarpilo,Comprimido,1200 mg,30 unidade(s),50199110,"€ 99,50",,"€ 9,95","€ 4,97",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8295fbf590974669a0148b2c06bfb1d6
5853569,Acetato de eslicarbazepina,Acetato de Eslicarbazepina Generis,Comprimido,800 mg,60 unidade(s),50182870,"€ 91,80",,"€ 11,62","€ 7,16",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a61d6239c5184c38b46dd4cb1c4fcfef
5844956,Acetato de eslicarbazepina,Acetato de Eslicarbazepina Mylan Pharma,Comprimido,800 mg,60 unidade(s),50182870,"€ 96,64",,"€ 16,46","€ 12,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2e4500b00aa011e9862d897f96718eeb
5794136,Acetato de eslicarbazepina,Zebinix,Comprimido,800 mg,60 unidade(s),50182870,"€ 96,80",,"€ 16,62","€ 12,16",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=165753c06d9611e29545c8ae1d730623
5801121,Acetato de eslicarbazepina,Acetato de Eslicarbazepina Bixcar,Comprimido,800 mg,60 unidade(s),50182870,"€ 99,99",,"€ 19,81","€ 15,35",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5737c160fb0911e98f368c5a0245e6c0
4937686,Acetato de glatirâmero,Copaxone,Solução injetável,20 mg/1 ml,28 unidade(s) - 1 ml,50106465,"€ 636,53",,"€ 636,53","€ 636,53",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2fdd56d06db111e2bd4f80cb2cd5b9e5
5633136,Acetato de glatirâmero,Copaxone,Solução injetável em seringa pré-cheia,40 mg/ml,12 unidade(s) - 1 ml,50151410,"€ 680,01",,"€ 680,01","€ 680,01",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a35300b0d34b11e2ba79bf5a563f079c
9488130,Acetazolamida,Carbinib,Comprimido,250 mg,20 unidade(s),50067222,"€ 6,23",,"€ 0,62","€ 0,31",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a9bd2e706d5d11e2b79dee9f7ad783bc
9488122,Acetazolamida,Carbinib,Comprimido,250 mg,60 unidade(s),50067230,"€ 11,51",,"€ 1,15","€ 0,58",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a9bd2e706d5d11e2b79dee9f7ad783bc
2196087,Acetilcisteína,Fluimucil,Solução injetável,300 mg/3 ml,5 unidade(s) - 3 ml,50008471,"€ 5,06",,"€ 3,19","€ 2,43",Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=dfa8c2a06c8711e2a22cd68faac708ac
5626072,Acetilcisteína,Fluimucil,Concentrado para solução para perfusão,200 mg/ml,1 unidade(s) - 25 ml,50150014,"€ 16,91",,"€ 16,91","€ 16,91",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cf63fa206d6011e2907bd943456446fe
5830641,Acetilcisteína,Acetilcisteína Alter,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4cfcc011a67e44c082a3663b5e3425d8
5734504,Acetilcisteína,Acetilcisteína Azevedos,Solução oral,40 mg/ml,1 unidade(s) - 200 ml,50038664,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=057e5010574a11e7baf281fd4a6e0cb7
5705215,Acetilcisteína,Acetilcisteína Azevedos,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=39670790961211e695cbb893fda95702
5621628,Acetilcisteína,Acetilcisteína Bluepharma,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2af16d103bc811e38705b18c6ed6da5b
5022561,Acetilcisteína,Acetilcisteína Exxelir,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=aaef49306d8611e2bdb8e9ae26eb9c09
5104377,Acetilcisteína,Acetilcisteína Liboran,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5fd0ef706d9111e29dc5db31f092ade8
5245972,Acetilcisteína,Acetilcisteína Pharmakern,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ca71d6406d9c11e2a184e0afc0c6532e
5899281,Acetilcisteína,Acetilcisteína Sandoz,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=59b1d4606db911e2a7139c8ac1bf904b
5744404,Acetilcisteína,Acetilcisteína Tussilene,Solução oral,40 mg/ml,1 unidade(s) - 200 ml,50038664,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=764708d0279411e8af9af3a3653774dd
5519186,Acetilcisteína,Acetilcisteína Tussilene,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=594c58a06db511e2a4e98c4c44567012
5749429,Acetilcisteína,Acetilcisteína Vitória,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=439902408ed811e6b8c29b4ccbd83581
2195980,Acetilcisteína,Fluimucil,Granulado para solução oral,200 mg,20 unidade(s),50008501,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1e2fa5e06cd111e2ae81d54a171d182e
2195782,Acetilcisteína,Fluimucil,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=297ed9c06cd111e2ac69b07a8aad8d5d
3311180,Acetilcisteína,Fluimucil 2%,Solução oral,20 mg/ml,1 unidade(s) - 200 ml,50027301,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=13496d006cd111e28afec5d7a519c4b8
5269287,Acetilcisteína,Fluimucil 4%,Solução oral,40 mg/ml,1 unidade(s) - 200 ml,50038664,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6663cd906dae11e296cefeab2ca9a0fc
5723135,Acetilcisteína,Fluprox,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=dced9d0073a411e7a9aa887fe5f7ec95
5758412,Acetilcisteína,Puldren,Solução oral,20 mg/ml,1 unidade(s) - 200 ml,50027301,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ad8d07f01e2e11e88406f91f86c5592f
5758420,Acetilcisteína,Puldren,Solução oral,40 mg/ml,1 unidade(s) - 200 ml,50038664,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b97288601e2e11e88ee3d95e078d9417
5800032,Acetilcisteína,Zentorant,Comprimido efervescente,600 mg,20 unidade(s),50043196,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=181b7720885d11e981e6ed45b9c050ac
8520809,Acetilsalicilato de lisina,Aspegic 100,Pó para solução oral,180 mg,20 unidade(s),50002775,"€ 2,39",,"€ 1,51","€ 1,15",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=88b5a2806d5c11e2898888599baa176b
8520825,Acetilsalicilato de lisina,Aspegic 1000,Pó para solução oral,1800 mg,20 unidade(s),50002783,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8909dd006d5c11e28e86ebaea9b30409
9084020,Acetonido de fluocinolona,Synalar,Creme,0.25 mg/g,1 unidade(s) - 30 g,50086227,"€ 4,48",,"€ 2,82","€ 2,15",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=35f4c9306d6711e29207cdf8b5e86fa4
5738679,Acetonido de fluocinolona,Ekzem,"Gotas auriculares, solução em recipiente unidose",0.1 mg/0.4 ml,30 unidade(s) - .4 ml,50174681,"€ 13,67",,"€ 13,67","€ 13,67",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=27003b40b02311e7a192fe0449aaa96d
5755533,Acetonido de fluocinolona + Ciprofloxacina,Cetraxal Duo,"Gotas auriculares, solução",0.25 mg/ml + 3 mg/ml,1 unidade(s) - 10 ml,50174533,"€ 9,97",,"€ 9,97","€ 9,97",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4c5c8720335111e8bccaa1f03bcfd942
5755541,Acetonido de fluocinolona + Ciprofloxacina,Cetraxal Duo,"Gotas auriculares, solução em recipiente unidose",Associação,15 unidade(s) - .25 ml,50174711,"€ 16,13",,"€ 16,13","€ 16,13",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6a1c0970335111e8b987e2da9c35e1e2
5396932,Acetonido de fluocinolona + Lidocaína + Subgalhato de bismuto,Synalar Rectal,Pomada retal,Associação,1 unidade(s) - 40 g,50086278,,"€ 18,59","€ 18,59","€ 18,59",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=389f28b06d6711e2a7698c76516ed42d
5396916,Acetonido de fluocinolona + Neomicina,Synalar N,Creme,3.5 mg + 0.25 mg,1 unidade(s) - 40 g,50086243,,"€ 18,59","€ 18,59","€ 18,59",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=37fe7be06d6711e2bf1bf8f65141eb13
5396924,Acetonido de fluocinolona + Neomicina + Polimixina B,Oto-Synalar N,"Gotas auriculares, solução",Associação,1 unidade(s) - 10 ml,50081667,,"€ 9,71","€ 9,71","€ 9,71",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f5ce47706d6411e28d3599f72e6dadae
5770706,Aciclovir,Aciclovir Aurovitas,Comprimido,200 mg,25 unidade(s),50000080,"€ 6,68",,"€ 2,07","€ 0,33",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=bf992090c53d11e7ade8d4a548f4eec7
2546687,Aciclovir,Aciclovir Ciclum,Comprimido,200 mg,25 unidade(s),50000080,"€ 6,68",,"€ 2,07","€ 0,33",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a3e9b4706d5b11e2bdefa0c28fe7534a
3368289,Aciclovir,Aciclovir Generis 200 mg Comprimidos,Comprimido,200 mg,25 unidade(s),50000080,"€ 6,68",,"€ 2,07","€ 0,33",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a27ee4906d8111e2a0a5ab8b5cb2ded6
5846332,Aciclovir,Aciclovir toLife,Comprimido,200 mg,25 unidade(s),50000080,"€ 6,68",,"€ 2,07","€ 0,33",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=87fc17a7c28b48cbb7d74d20a7e77b88
5770714,Aciclovir,Aciclovir Aurovitas,Comprimido,400 mg,25 unidade(s),50005251,"€ 9,97",,"€ 3,09","€ 0,50",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d90d1680c53d11e79f5bdee33d249e00
5770722,Aciclovir,Aciclovir Aurovitas,Comprimido,800 mg,35 unidade(s),50000349,"€ 19,52",,"€ 5,21","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f2a2ec50c53d11e7a376ed1a353ed586
2250587,Aciclovir,Zovirax,Suspensão oral,80 mg/ml,1 unidade(s) - 100 ml,50018698,"€ 17,02",,"€ 5,28","€ 2,72",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4c15dde06d5711e2bd85c465e6d8ee91
3983285,Aciclovir,Aciclovir Ciclum,Comprimido,800 mg,25 unidade(s),50000349,"€ 16,77",,"€ 6,54","€ 2,69",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a670ad706d5b11e2b776df3e99782f06
4607784,Aciclovir,Aciclovir Generis 800 mg Comprimidos,Comprimido,800 mg,25 unidade(s),50000349,"€ 16,77",,"€ 6,54","€ 2,69",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a3db40406d8111e2ae9b90d1269ec950
2546984,Aciclovir,Aciclovir Ciclum,Comprimido,800 mg,35 unidade(s),50000349,"€ 21,64",,"€ 7,33","€ 1,94",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a670ad706d5b11e2b776df3e99782f06
5006820,Aciclovir,Aciclovir Generis 800 mg Comprimidos,Comprimido,800 mg,35 unidade(s),50000349,"€ 21,64",,"€ 7,33","€ 1,94",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a3db40406d8111e2ae9b90d1269ec950
9745406,Aciclovir,Cicloviral,Comprimido,200 mg,25 unidade(s),50000080,"€ 12,25",,"€ 7,64","€ 5,90",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=239b26206d5e11e2a6cec7009a196d0c
8583906,Aciclovir,Zovirax,Comprimido,200 mg,25 unidade(s),50000080,"€ 13,84",,"€ 9,23","€ 7,49",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=860c8e806c8b11e285a68c7805c8f62c
2477990,Aciclovir,Cicloviral,Comprimido,400 mg,25 unidade(s),50005251,"€ 16,59",,"€ 9,71","€ 7,12",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=239114006d5e11e29a88f9cc21be33af
2250686,Aciclovir,Zovirax,Suspensão oral,80 mg/ml,1 unidade(s) - 200 ml,50018680,"€ 33,14",,"€ 10,27","€ 5,30",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4c15dde06d5711e2bd85c465e6d8ee91
